     -0.00000538     -0.00000440     -0.00000334     -0.00000214     -0.00000088      0.00000038      0.00000163      0.00000281      0.00000386      0.00000477      0.00000549      0.00000599      0.00000625      0.00000626      0.00000602      0.00000552      0.00000480      0.00000387      0.00000279      0.00000156      0.00000026     -0.00000104     -0.00000234     -0.00000356     -0.00000462     -0.00000554     -0.00000624     -0.00000670     -0.00000693     -0.00000689     -0.00000661     -0.00000612
     -0.00000551     -0.00000457     -0.00000358     -0.00000250     -0.00000138     -0.00000027      0.00000082      0.00000185      0.00000277      0.00000358      0.00000423      0.00000468      0.00000493      0.00000495      0.00000473      0.00000427      0.00000359      0.00000270      0.00000165      0.00000046     -0.00000080     -0.00000206     -0.00000330     -0.00000445     -0.00000544     -0.00000626     -0.00000686     -0.00000721     -0.00000732     -0.00000718     -0.00000681     -0.00000626
     -0.00000547     -0.00000460     -0.00000371     -0.00000278     -0.00000186     -0.00000095     -0.00000008      0.00000074      0.00000148      0.00000213      0.00000266      0.00000303      0.00000324      0.00000325      0.00000305      0.00000263      0.00000200      0.00000118      0.00000021     -0.00000090     -0.00000207     -0.00000323     -0.00000436     -0.00000539     -0.00000625     -0.00000693     -0.00000738     -0.00000759     -0.00000756     -0.00000729     -0.00000684     -0.00000623
     -0.00000524     -0.00000446     -0.00000372     -0.00000300     -0.00000233     -0.00000170     -0.00000111     -0.00000057     -0.00000008      0.00000034      0.00000070      0.00000094      0.00000107      0.00000105      0.00000085      0.00000049     -0.00000007     -0.00000080     -0.00000165     -0.00000262     -0.00000365     -0.00000464     -0.00000559     -0.00000643     -0.00000709     -0.00000758     -0.00000784     -0.00000786     -0.00000765     -0.00000723     -0.00000667     -0.00000599
     -0.00000504     -0.00000438     -0.00000381     -0.00000333     -0.00000294     -0.00000260     -0.00000233     -0.00000210     -0.00000189     -0.00000171     -0.00000157     -0.00000148     -0.00000146     -0.00000153     -0.00000172     -0.00000204     -0.00000250     -0.00000310     -0.00000380     -0.00000460     -0.00000542     -0.00000620     -0.00000693     -0.00000753     -0.00000797     -0.00000823     -0.00000827     -0.00000810     -0.00000772     -0.00000716     -0.00000650     -0.00000576
     -0.00000492     -0.00000441     -0.00000402     -0.00000378     -0.00000365     -0.00000360     -0.00000363     -0.00000368     -0.00000374     -0.00000381     -0.00000387     -0.00000395     -0.00000405     -0.00000419     -0.00000439     -0.00000467     -0.00000504     -0.00000550     -0.00000602     -0.00000660     -0.00000718     -0.00000770     -0.00000816     -0.00000851     -0.00000869     -0.00000873     -0.00000857     -0.00000822     -0.00000770     -0.00000703     -0.00000632     -0.00000557
     -0.00000490     -0.00000456     -0.00000437     -0.00000436     -0.00000448     -0.00000469     -0.00000498     -0.00000530     -0.00000561     -0.00000592     -0.00000620     -0.00000646     -0.00000669     -0.00000692     -0.00000716     -0.00000740     -0.00000767     -0.00000797     -0.00000828     -0.00000860     -0.00000889     -0.00000912     -0.00000928     -0.00000933     -0.00000926     -0.00000906     -0.00000870     -0.00000821     -0.00000758     -0.00000686     -0.00000615     -0.00000545
     -0.00000493     -0.00000479     -0.00000479     -0.00000499     -0.00000532     -0.00000574     -0.00000624     -0.00000677     -0.00000729     -0.00000780     -0.00000827     -0.00000871     -0.00000909     -0.00000942     -0.00000970     -0.00000993     -0.00001011     -0.00001025     -0.00001033     -0.00001036     -0.00001033     -0.00001023     -0.00001006     -0.00000981     -0.00000947     -0.00000904     -0.00000851     -0.00000790     -0.00000722     -0.00000652     -0.00000589     -0.00000531
     -0.00000477     -0.00000484     -0.00000505     -0.00000545     -0.00000597     -0.00000656     -0.00000723     -0.00000793     -0.00000862     -0.00000930     -0.00000995     -0.00001054     -0.00001106     -0.00001150     -0.00001182     -0.00001204     -0.00001214     -0.00001211     -0.00001196     -0.00001170     -0.00001134     -0.00001091     -0.00001039     -0.00000983     -0.00000921     -0.00000855     -0.00000785     -0.00000715     -0.00000647     -0.00000584     -0.00000534     -0.00000494
     -0.00000440     -0.00000471     -0.00000514     -0.00000572     -0.00000640     -0.00000714     -0.00000795     -0.00000877     -0.00000959     -0.00001042     -0.00001122     -0.00001194     -0.00001260     -0.00001313     -0.00001351     -0.00001372     -0.00001374     -0.00001354     -0.00001317     -0.00001261     -0.00001192     -0.00001113     -0.00001027     -0.00000937     -0.00000847     -0.00000758     -0.00000673     -0.00000598     -0.00000532     -0.00000482     -0.00000450     -0.00000433
