     -0.00000518     -0.00000375     -0.00000207     -0.00000029      0.00000148      0.00000310      0.00000444      0.00000540      0.00000589      0.00000588      0.00000533      0.00000430      0.00000285      0.00000111     -0.00000078     -0.00000265     -0.00000434     -0.00000570     -0.00000662     -0.00000703     -0.00000690     -0.00000627
     -0.00000529     -0.00000398     -0.00000256     -0.00000113      0.00000027      0.00000153      0.00000260      0.00000339      0.00000381      0.00000380      0.00000333      0.00000239      0.00000105     -0.00000058     -0.00000234     -0.00000406     -0.00000556     -0.00000669     -0.00000736     -0.00000751     -0.00000716     -0.00000639
     -0.00000503     -0.00000395     -0.00000295     -0.00000205     -0.00000124     -0.00000053      0.00000007      0.00000052      0.00000074      0.00000068      0.00000027     -0.00000052     -0.00000164     -0.00000300     -0.00000445     -0.00000580     -0.00000691     -0.00000765     -0.00000792     -0.00000771     -0.00000706     -0.00000611
     -0.00000483     -0.00000405     -0.00000354     -0.00000324     -0.00000309     -0.00000300     -0.00000295     -0.00000293     -0.00000297     -0.00000315     -0.00000351     -0.00000410     -0.00000491     -0.00000587     -0.00000684     -0.00000769     -0.00000829     -0.00000854     -0.00000838     -0.00000779     -0.00000687     -0.00000582
     -0.00000483     -0.00000443     -0.00000439     -0.00000464     -0.00000505     -0.00000553     -0.00000599     -0.00000641     -0.00000677     -0.00000711     -0.00000746     -0.00000785     -0.00000828     -0.00000872     -0.00000909     -0.00000932     -0.00000934     -0.00000908     -0.00000851     -0.00000765     -0.00000662     -0.00000561
     -0.00000488     -0.00000489     -0.00000529     -0.00000596     -0.00000680     -0.00000769     -0.00000857     -0.00000938     -0.00001007     -0.00001062     -0.00001100     -0.00001120     -0.00001122     -0.00001106     -0.00001074     -0.00001027     -0.00000965     -0.00000888     -0.00000797     -0.00000698     -0.00000603     -0.00000528
     -0.00000451     -0.00000500     -0.00000580     -0.00000682     -0.00000796     -0.00000915     -0.00001034     -0.00001147     -0.00001246     -0.00001321     -0.00001363     -0.00001365     -0.00001327     -0.00001250     -0.00001146     -0.00001024     -0.00000896     -0.00000767     -0.00000647     -0.00000546     -0.00000475     -0.00000442
     -0.00000327     -0.00000425     -0.00000547     -0.00000683     -0.00000825     -0.00000971     -0.00001116     -0.00001254     -0.00001374     -0.00001462     -0.00001504     -0.00001488     -0.00001411     -0.00001279     -0.00001107     -0.00000914     -0.00000720     -0.00000542     -0.00000397     -0.00000297     -0.00000254     -0.00000266
     -0.00000090     -0.00000231     -0.00000396     -0.00000571     -0.00000750     -0.00000927     -0.00001097     -0.00001255     -0.00001386     -0.00001476     -0.00001507     -0.00001469     -0.00001356     -0.00001178     -0.00000951     -0.00000700     -0.00000453     -0.00000234     -0.00000066      0.00000033      0.00000058      0.00000013
      0.00000249      0.00000077     -0.00000125     -0.00000343     -0.00000564     -0.00000779     -0.00000978     -0.00001151     -0.00001284     -0.00001362     -0.00001371     -0.00001305     -0.00001160     -0.00000948     -0.00000687     -0.00000402     -0.00000124      0.00000118      0.00000300      0.00000406      0.00000428      0.00000371
      0.00000639      0.00000459      0.00000233     -0.00000020     -0.00000282     -0.00000536     -0.00000762     -0.00000946     -0.00001072     -0.00001129     -0.00001110     -0.00001013     -0.00000844     -0.00000615     -0.00000345     -0.00000057      0.00000221      0.00000465      0.00000652      0.00000768      0.00000804      0.00000758
