     -0.00000255     -0.00000754     -0.00000805     -0.00001422     -0.00001088     -0.00001613     -0.00001045     -0.00001313     -0.00000710     -0.00000632     -0.00000134      0.00000132      0.00000640      0.00000725      0.00001344      0.00001067      0.00001621      0.00001069      0.00001340      0.00000712      0.00000586      0.00000082
     -0.00000410     -0.00000992     -0.00000988     -0.00001652     -0.00001206     -0.00001735     -0.00001105     -0.00001407     -0.00000790     -0.00000788     -0.00000275     -0.00000010      0.00000489      0.00000663      0.00001334      0.00001119      0.00001766      0.00001198      0.00001518      0.00000801      0.00000616      0.00000002
     -0.00000355     -0.00000788     -0.00000754     -0.00001213     -0.00000855     -0.00001206     -0.00000761     -0.00000987     -0.00000578     -0.00000633     -0.00000286     -0.00000113      0.00000204      0.00000382      0.00000848      0.00000754      0.00001235      0.00000864      0.00001116      0.00000594      0.00000442     -0.00000035
     -0.00000532     -0.00001149     -0.00001074     -0.00001682     -0.00001158     -0.00001614     -0.00001018     -0.00001353     -0.00000828     -0.00000991     -0.00000538     -0.00000327      0.00000044      0.00000373      0.00000991      0.00000958      0.00001651      0.00001202      0.00001600      0.00000873      0.00000656     -0.00000054
     -0.00000340     -0.00000741     -0.00000684     -0.00001051     -0.00000711     -0.00000986     -0.00000625     -0.00000855     -0.00000548     -0.00000713     -0.00000448     -0.00000337     -0.00000157      0.00000113      0.00000481      0.00000537      0.00000999      0.00000767      0.00001062      0.00000600      0.00000467     -0.00000017
     -0.00000382     -0.00000930     -0.00000877     -0.00001354     -0.00000921     -0.00001289     -0.00000830     -0.00001171     -0.00000782     -0.00001088     -0.00000756     -0.00000642     -0.00000490     -0.00000038      0.00000419      0.00000618      0.00001278      0.00001048      0.00001518      0.00000897      0.00000753      0.00000073
     -0.00000148     -0.00000488     -0.00000489     -0.00000775     -0.00000539     -0.00000771     -0.00000509     -0.00000743     -0.00000516     -0.00000760     -0.00000570     -0.00000523     -0.00000491     -0.00000155      0.00000099      0.00000306      0.00000741      0.00000656      0.00000999      0.00000620      0.00000568      0.00000139
      0.00000014     -0.00000431     -0.00000518     -0.00000897     -0.00000666     -0.00001002     -0.00000692     -0.00001052     -0.00000755     -0.00001150     -0.00000894     -0.00000850     -0.00000872     -0.00000356     -0.00000051      0.00000322      0.00000933      0.00000886      0.00001415      0.00000925      0.00000941      0.00000385
      0.00000171     -0.00000093     -0.00000216     -0.00000449     -0.00000375     -0.00000610     -0.00000449     -0.00000712     -0.00000526     -0.00000811     -0.00000638     -0.00000613     -0.00000652     -0.00000293     -0.00000118      0.00000159      0.00000555      0.00000559      0.00000932      0.00000638      0.00000712      0.00000387
      0.00000446      0.00000151     -0.00000096     -0.00000381     -0.00000405     -0.00000751     -0.00000602     -0.00000996     -0.00000746     -0.00001131     -0.00000864     -0.00000811     -0.00000840     -0.00000369     -0.00000149      0.00000197      0.00000692      0.00000702      0.00001202      0.00000856      0.00001035      0.00000679
      0.00000594      0.00000404      0.00000110     -0.00000112     -0.00000262     -0.00000614     -0.00000552     -0.00000946     -0.00000708     -0.00001027     -0.00000735     -0.00000650     -0.00000613     -0.00000231     -0.00000028      0.00000206      0.00000597      0.00000578      0.00001000      0.00000738      0.00000968      0.00000738
