      0.00000773      0.00000732      0.00000675      0.00000594      0.00000496      0.00000387      0.00000266      0.00000141      0.00000018     -0.00000102     -0.00000214     -0.00000312     -0.00000396     -0.00000461     -0.00000506     -0.00000528     -0.00000528     -0.00000503     -0.00000455     -0.00000385     -0.00000295     -0.00000189     -0.00000068      0.00000061      0.00000191      0.00000322      0.00000444      0.00000552      0.00000643      0.00000713      0.00000757      0.00000781
      0.00001009      0.00000960      0.00000894      0.00000806      0.00000702      0.00000591      0.00000473      0.00000354      0.00000241      0.00000132      0.00000031     -0.00000058     -0.00000136     -0.00000200     -0.00000246     -0.00000275     -0.00000284     -0.00000271     -0.00000235     -0.00000176     -0.00000094      0.00000006      0.00000123      0.00000254      0.00000388      0.00000525      0.00000658      0.00000774      0.00000875      0.00000951      0.00000998      0.00001022
      0.00001198      0.00001144      0.00001074      0.00000980      0.00000875      0.00000764      0.00000650      0.00000539      0.00000434      0.00000334      0.00000243      0.00000161      0.00000088      0.00000025     -0.00000024     -0.00000059     -0.00000076     -0.00000072     -0.00000046      0.00000003      0.00000076      0.00000169      0.00000282      0.00000410      0.00000545      0.00000687      0.00000825      0.00000949      0.00001057      0.00001139      0.00001190      0.00001215
      0.00001342      0.00001287      0.00001215      0.00001121      0.00001017      0.00000910      0.00000801      0.00000697      0.00000600      0.00000509      0.00000424      0.00000347      0.00000277      0.00000214      0.00000162      0.00000122      0.00000097      0.00000092      0.00000109      0.00000149      0.00000213      0.00000299      0.00000406      0.00000529      0.00000662      0.00000803      0.00000944      0.00001073      0.00001187      0.00001276      0.00001331      0.00001359
      0.00001419      0.00001366      0.00001298      0.00001208      0.00001109      0.00001008      0.00000906      0.00000808      0.00000715      0.00000629      0.00000548      0.00000473      0.00000404      0.00000341      0.00000287      0.00000244      0.00000214      0.00000203      0.00000214      0.00000247      0.00000304      0.00000381      0.00000480      0.00000597      0.00000724      0.00000862      0.00001002      0.00001132      0.00001249      0.00001342      0.00001400      0.00001432
      0.00001423      0.00001377      0.00001316      0.00001235      0.00001144      0.00001050      0.00000955      0.00000862      0.00000774      0.00000690      0.00000611      0.00000537      0.00000468      0.00000405      0.00000351      0.00000307      0.00000277      0.00000264      0.00000272      0.00000300      0.00000351      0.00000422      0.00000514      0.00000622      0.00000741      0.00000872      0.00001006      0.00001130      0.00001245      0.00001337      0.00001397      0.00001432
      0.00001353      0.00001318      0.00001268      0.00001199      0.00001120      0.00001036      0.00000948      0.00000860      0.00000775      0.00000692      0.00000613      0.00000538      0.00000469      0.00000407      0.00000354      0.00000312      0.00000284      0.00000273      0.00000281      0.00000309      0.00000356      0.00000422      0.00000505      0.00000604      0.00000713      0.00000832      0.00000954      0.00001069      0.00001175      0.00001262      0.00001319      0.00001356
      0.00001213      0.00001190      0.00001154      0.00001100      0.00001034      0.00000962      0.00000882      0.00000801      0.00000719      0.00000638      0.00000560      0.00000486      0.00000417      0.00000356      0.00000307      0.00000270      0.00000249      0.00000244      0.00000257      0.00000287      0.00000334      0.00000396      0.00000473      0.00000561      0.00000656      0.00000759      0.00000863      0.00000960      0.00001050      0.00001123      0.00001174      0.00001209
      0.00001023      0.00001011      0.00000988      0.00000950      0.00000900      0.00000840      0.00000773      0.00000700      0.00000626      0.00000550      0.00000475      0.00000405      0.00000340      0.00000284      0.00000241      0.00000212      0.00000200      0.00000206      0.00000226      0.00000263      0.00000312      0.00000371      0.00000440      0.00000515      0.00000593      0.00000675      0.00000755      0.00000828      0.00000894      0.00000948      0.00000987      0.00001015
      0.00000785      0.00000783      0.00000772      0.00000751      0.00000717      0.00000673      0.00000620      0.00000559      0.00000495      0.00000427      0.00000360      0.00000296      0.00000238      0.00000191      0.00000158      0.00000141      0.00000142      0.00000160      0.00000192      0.00000237      0.00000290      0.00000347      0.00000408      0.00000469      0.00000527      0.00000582      0.00000631      0.00000673      0.00000709      0.00000737      0.00000759      0.00000776
      0.00000527      0.00000530      0.00000528      0.00000520      0.00000503      0.00000477      0.00000440      0.00000395      0.00000346      0.00000292      0.00000237      0.00000187      0.00000141      0.00000107      0.00000089      0.00000086      0.00000103      0.00000136      0.00000180      0.00000234      0.00000291      0.00000345      0.00000397      0.00000440      0.00000475      0.00000500      0.00000514      0.00000522      0.00000523      0.00000522      0.00000522      0.00000523
      0.00000285      0.00000287      0.00000288      0.00000289      0.00000285      0.00000273      0.00000254      0.00000227      0.00000196      0.00000160      0.00000124      0.00000092      0.00000065      0.00000049      0.00000049      0.00000064      0.00000096      0.00000143      0.00000196      0.00000256      0.00000314      0.00000363      0.00000403      0.00000428      0.00000439      0.00000435      0.00000417      0.00000392      0.00000361      0.00000331      0.00000309      0.00000291
      0.00000062      0.00000055      0.00000054      0.00000058      0.00000063      0.00000065      0.00000063      0.00000056      0.00000046      0.00000033      0.00000020      0.00000012      0.00000009      0.00000017      0.00000038      0.00000072      0.00000120      0.00000179      0.00000240      0.00000303      0.00000358      0.00000399      0.00000425      0.00000431      0.00000418      0.00000386      0.00000338      0.00000284      0.00000223      0.00000166      0.00000120      0.00000082
     -0.00000112     -0.00000132     -0.00000142     -0.00000142     -0.00000134     -0.00000125     -0.00000113     -0.00000102     -0.00000090     -0.00000078     -0.00000064     -0.00000044     -0.00000019      0.00000015      0.00000058      0.00000111      0.00000173      0.00000239      0.00000302      0.00000362      0.00000409      0.00000439      0.00000450      0.00000438      0.00000405      0.00000352      0.00000283      0.00000207      0.00000125      0.00000048     -0.00000018     -0.00000076
     -0.00000224     -0.00000258     -0.00000281     -0.00000289     -0.00000286     -0.00000275     -0.00000256     -0.00000231     -0.00000202     -0.00000167     -0.00000128     -0.00000083     -0.00000032      0.00000025      0.00000087      0.00000154      0.00000223      0.00000290      0.00000350      0.00000401      0.00000437      0.00000454      0.00000452      0.00000427      0.00000382      0.00000318      0.00000240      0.00000155      0.00000064     -0.00000024     -0.00000101     -0.00000172
     -0.00000286     -0.00000337     -0.00000374     -0.00000397     -0.00000404     -0.00000397     -0.00000376     -0.00000342     -0.00000297     -0.00000242     -0.00000178     -0.00000108     -0.00000032      0.00000046      0.00000124      0.00000201      0.00000273      0.00000337      0.00000388      0.00000426      0.00000448      0.00000451      0.00000436      0.00000402      0.00000352      0.00000286      0.00000207      0.00000123      0.00000033     -0.00000057     -0.00000141     -0.00000221
