     -0.00000104     -0.00000232     -0.00000348     -0.00000451     -0.00000535     -0.00000597     -0.00000638     -0.00000653     -0.00000646     -0.00000614     -0.00000561     -0.00000489     -0.00000398     -0.00000294     -0.00000180     -0.00000058      0.00000067      0.00000191      0.00000306      0.00000413      0.00000505      0.00000576      0.00000627      0.00000653      0.00000652      0.00000625      0.00000571      0.00000495      0.00000398      0.00000283      0.00000160      0.00000026
     -0.00000140     -0.00000271     -0.00000386     -0.00000483     -0.00000558     -0.00000610     -0.00000638     -0.00000644     -0.00000630     -0.00000596     -0.00000545     -0.00000480     -0.00000400     -0.00000307     -0.00000205     -0.00000094      0.00000023      0.00000142      0.00000257      0.00000367      0.00000465      0.00000544      0.00000605      0.00000641      0.00000648      0.00000627      0.00000577      0.00000500      0.00000397      0.00000275      0.00000142     -0.00000001
     -0.00000168     -0.00000301     -0.00000414     -0.00000505     -0.00000571     -0.00000612     -0.00000630     -0.00000627     -0.00000608     -0.00000573     -0.00000527     -0.00000469     -0.00000400     -0.00000321     -0.00000231     -0.00000131     -0.00000023      0.00000091      0.00000204      0.00000316      0.00000420      0.00000506      0.00000576      0.00000621      0.00000637      0.00000624      0.00000578      0.00000502      0.00000398      0.00000269      0.00000129     -0.00000023
     -0.00000188     -0.00000322     -0.00000432     -0.00000517     -0.00000573     -0.00000604     -0.00000612     -0.00000602     -0.00000580     -0.00000546     -0.00000505     -0.00000456     -0.00000400     -0.00000334     -0.00000258     -0.00000170     -0.00000071      0.00000037      0.00000148      0.00000261      0.00000368      0.00000461      0.00000538      0.00000592      0.00000617      0.00000613      0.00000574      0.00000503      0.00000399      0.00000267      0.00000121     -0.00000037
     -0.00000199     -0.00000332     -0.00000439     -0.00000516     -0.00000563     -0.00000586     -0.00000585     -0.00000570     -0.00000547     -0.00000516     -0.00000481     -0.00000442     -0.00000398     -0.00000347     -0.00000284     -0.00000210     -0.00000121     -0.00000020      0.00000087      0.00000200      0.00000310      0.00000407      0.00000492      0.00000554      0.00000589      0.00000595      0.00000566      0.00000501      0.00000400      0.00000267      0.00000119     -0.00000044
     -0.00000198     -0.00000328     -0.00000431     -0.00000503     -0.00000542     -0.00000558     -0.00000552     -0.00000535     -0.00000512     -0.00000484     -0.00000456     -0.00000426     -0.00000394     -0.00000357     -0.00000308     -0.00000247     -0.00000170     -0.00000077      0.00000025      0.00000136      0.00000247      0.00000349      0.00000440      0.00000512      0.00000557      0.00000574      0.00000556      0.00000498      0.00000403      0.00000272      0.00000123     -0.00000042
     -0.00000184     -0.00000312     -0.00000410     -0.00000476     -0.00000509     -0.00000522     -0.00000513     -0.00000496     -0.00000475     -0.00000452     -0.00000430     -0.00000409     -0.00000389     -0.00000364     -0.00000329     -0.00000282     -0.00000218     -0.00000136     -0.00000041      0.00000067      0.00000179      0.00000284      0.00000382      0.00000463      0.00000519      0.00000548      0.00000542      0.00000494      0.00000407      0.00000280      0.00000134     -0.00000030
     -0.00000158     -0.00000281     -0.00000376     -0.00000437     -0.00000468     -0.00000479     -0.00000471     -0.00000456     -0.00000439     -0.00000421     -0.00000406     -0.00000393     -0.00000382     -0.00000369     -0.00000347     -0.00000314     -0.00000264     -0.00000193     -0.00000106     -0.00000002      0.00000109      0.00000218      0.00000323      0.00000413      0.00000480      0.00000521      0.00000527      0.00000490      0.00000412      0.00000292      0.00000153     -0.00000007
     -0.00000119     -0.00000237     -0.00000329     -0.00000390     -0.00000421     -0.00000433     -0.00000429     -0.00000417     -0.00000405     -0.00000392     -0.00000384     -0.00000378     -0.00000376     -0.00000373     -0.00000362     -0.00000342     -0.00000304     -0.00000244     -0.00000165     -0.00000067      0.00000044      0.00000155      0.00000266      0.00000365      0.00000441      0.00000494      0.00000511      0.00000486      0.00000418      0.00000309      0.00000177      0.00000026
     -0.00000068     -0.00000182     -0.00000271     -0.00000333     -0.00000367     -0.00000384     -0.00000385     -0.00000380     -0.00000374     -0.00000367     -0.00000365     -0.00000366     -0.00000371     -0.00000377     -0.00000375     -0.00000366     -0.00000339     -0.00000289     -0.00000218     -0.00000126     -0.00000017      0.00000096      0.00000212      0.00000319      0.00000404      0.00000467      0.00000495      0.00000481      0.00000425      0.00000328      0.00000209      0.00000068
     -0.00000008     -0.00000116     -0.00000205     -0.00000269     -0.00000309     -0.00000334     -0.00000343     -0.00000345     -0.00000347     -0.00000347     -0.00000351     -0.00000358     -0.00000369     -0.00000382     -0.00000387     -0.00000385     -0.00000366     -0.00000324     -0.00000260     -0.00000173     -0.00000067      0.00000046      0.00000165      0.00000278      0.00000370      0.00000442      0.00000479      0.00000476      0.00000433      0.00000350      0.00000245      0.00000118
      0.00000057     -0.00000046     -0.00000133     -0.00000201     -0.00000248     -0.00000282     -0.00000301     -0.00000313     -0.00000324     -0.00000332     -0.00000343     -0.00000356     -0.00000372     -0.00000388     -0.00000397     -0.00000398     -0.00000383     -0.00000346     -0.00000287     -0.00000203     -0.00000101      0.00000011      0.00000130      0.00000245      0.00000341      0.00000418      0.00000462      0.00000469      0.00000439      0.00000371      0.00000281      0.00000171
